id,description,usersrated,average,name,sentiment
269456,"Interceptor Ace: Daylight Air Defense Over Germany, 1943-44 is a solitaire, tactical level game which places you in command of a German fighter during World War II. Each turn consists of several days, during which a combat mission will be flown from one of many bases in Europe, attempting to intercept incoming American Bombers. Interceptor Ace is based on the popular, action-packed Nightfighter Ace game system by Gregory M. Smith with a strong narrative around the pilot as you look to increase your prestige, earn skills, and rise in rank through promotion and receive awards. The objective of the game is to conduct numerous sorties in the role of a German interceptor pilot and rack up kills. Pilots may use the experience gained to improve their odds of success by purchasing skills. As their prestige increases, they may request a transfer to other fighter bases in an attempt to get closer to the action or request a newer type of fighter. Awards and ace status help to narrate the players eventual goal  to become the top Viermot killer of the war. The system is packed with rich technical detail but without the complexity to capture the key historical facets of the day bombing campaign over Germany. In terms of fighters alone, there are 30 aircraft models available to pilot. The families of fighters include:         Bf109 (11 aircraft)         Bf110 (4 aircraft)         Me410 (2 aircraft)         Fw190 (13 aircraft) For each interceptor, you will be using the date of availability, speed, area of operations based on originating base, individual weapon systems, damage, and crew status. Fighters can be assigned to one of seven possible major geographic base groups as follows:         Dutch: Woensdrecht, Schiphol, Deelen, Wevelgem         Bremen: Husum, Jever, Oldenburg, Hildesheim         French: St. Brieuc, Poix, Vannes-Meucon, Evreax         Ruhr: Jever, Mnchen-Gladbach         Munich: Neubiberg         Mnster: Mnster-Handorf, Bad Lippspringe, Rheine         Frankfurt: Ansbach, Wertheim Besides the focus on hardware, the soft aspects of the war are also faithfully rendered for each pilot and crew. For example, air crew is characterized by various, including numerous Pilot skills, Wingman skills, Bordschuetze (Rear Gunner) skills, and Prestige Level. The emphasis on various skills and benefits to gaining experience creates even a stronger narrative when compared to the Hunters game system, which helps weave a tense and dramatic narrative during play. One major change in Interceptor Ace over Hunters is the ability to choose your crew improvements instead of randomly rolling for them. As these greatly impact on your combat capability (and survival), it is a major decision you must make. Another major change in the system is the wingman concept, who can possibly pull you out of a bad situation if he is still flying. Game play moves quickly, following a set sequence of events that are repeated until the end of the game. Once you have your initial pilot and crew along with your nightfighter assignment, play proceeds by checking for incoming raid information while checking for weather prior to take off. Following successful take off, play proceeds by flying to the area you expect to intercept the American. As location boxes are entered, you will roll for possible intercept in which combat may ensue. Combat may consist of numerous rounds after which returning to base and landing operations occurs, with the weather playing a factor again as part of the landing procedure. When the mission is completed, you will ascertain any awards, Prestige points, or Experience points gained prior to you next sortie. Here you can also spend Prestige and Experience points if desired to gain skills, request a new fighter, or request a change of base. You will repeat this process by going to your next sortie until shot down and killed, or until February 1944 should you make it through unscathed. This game is highly accessible to those familiar with The Hunters, Silent Victory, or Nightfighter Ace and designed by Gregory M. Smith. The game system lends itself very well to capturing the tense air defense over Germany. While Interceptor Ace is designed as a solitaire gaming experience, additional options for play are provided for both multi-player cooperative and competitive gaming sessions. Product Information:     Complexity: 6 out of 10     Solitaire Suitability: 10 out of 10     Time Scale: 3-4 days per Turn     Map Scale: Abstract     Unit Scale: individual aircraft, individual weapon systems, individual electronic systems, specific crew members, and ammo rounds     Players: one (with option for two or more)     Playing Time: two to three hours Components:     One Countersheet of 9/16 unit-counters     Fifteen Aircraft Display Mats 8.5 x 11 (double-sided, 30 total)     Four Player Aid Cards 8.5 x 11     One Combat Display Mat 8.5 x 11     Two Bomber Target Mats 8.5 x 11     One Pilot Awards Display Mat 8.5 x 11     One Air Operations Display Mat 11 x 17     Eight Ace Pilot Cards     Sixty Combat Cards     Rules Booklet featuring extensive Historical Background     One Logsheet 8.5 x 11     Two 6-sided, one 10-sided, and one 20-sided die     Box and Lid description from the publisher ",215,8.23149,"Interceptor Ace: Daylight Air Defense Over Germany, 1943-44",1
151022,"American baseball was on its last legs as a spectator sport. Football had become the predominant national pastime  that is until the year 2032, the year baseball decided to revolutionize the game and regain the throne! Starting in 2032, baseball games were shortened to six innings. Pitchers were encouraged to have bionic arm implants to improve their pitching. These cyborgs, or 'Borgs as they're affectionately known, were immediately popular and soon ruled the league. In 2041, robotic players were introduced to get more offense back into the game. These robots were similar to designated hitters in that they were used only to bat and did not field. However, recent reports indicate fielding 'Bots are on the way. Now in 2045, human players are still in the game and known as Naturals. They are the best fielders by far but are sorely challenged when it comes to hitting and pitching. Some Naturals have learned to hit by swinging before the pitcher starts his windup, which gives them a chance to hit the ball. Although it's hard for a Natural to get into the league, those who do are popular. Many Naturals have named themselves after the great players of pre-2032 baseball by taking a first and last name borrowed from different star players of the past. The fans love them, and their presence on the team ensures good revenue! The stage is now set! The fans are energized and root fanatically for their new favorites, be they 'Bots, 'Borgs or Naturals! Baseball Highlights: 2045 is like watching TVhighlights of early 21st-century baseball games, with the gameplay being full of theme with no outs or innings and without bogging down in a play-by-play baseball simulation. In this quick and interactive game, two players build their teams as they play, combining both strategy (building your team) and tactics (playing the game) without any of the downtime. During each ""mini-game"", each player alternates playing six cards to simulate a full game's highlights. The mini-game includes defensive and offensive actions, and your single card play may include elements of defensive and/or offensive plays. Do you try to thwart your opponent's pending hits, put up strong offensive action of your own, or use your better players to do both? Players buy new free agents after each mini-game to improve their roster, and the team who wins the most mini-games in the series is the champ! ",4657,7.52125,Baseball Highlights: 2045,1
152765,"Flung through the planes of existence by rites of banishing, a few beleaguered heroes, old friends, find themselves on the very edge of Doom's original world... Thunderstone Advance: Worlds Collide tells the story of a battle for survival in a world of ancient evil and darkness. This set showcases 550 cards from the first six Thunderstone releases, including previously hard-to-find promos, all updated and fully compatible with Thunderstone Advance, along with many fan favorites from this deck-builder's history. Integrates with:     Thunderstone Advance: Towers of Ruin ",819,7.70893,Thunderstone Advance: Worlds Collide,1
429293,"The Fellowship of the Ring: Trick-Taking Game is a co-operative card game that plays out over eighteen chapters that lead players through the events of the novel The Fellowship of the Ring. The chapters can be played in any order, but ideally you play them in sequence. In each chapter, each player takes a different character role  Frodo, Gandalf, Sam, Pippin, Farmer Maggot, etc.  and each character has a condition that must be met in order to pass the chapter and advance in the story. Frodo needs to capture ring cards, for example, while Pippin wants to take as few tricks as possible. As you advance through the chapters, new characters, items, and challenges are introduced to the game. The deck consists of 37 cards, with one card being set aside as ""lost"" each hand. Whoever is dealt the One Ring becomes Frodo, then other players choose from the available characters based on their hand. The One Ring is the game's only trump card, but initially rings can't be led until someone plays one off-suit. In the two-player game, one hand of cards is dealt to a dummy player, with some cards being face up and others face down. This dummy is assigned a character, and one of the human players will play cards for it based on which cards are free to be played. In the solitaire game, one player plays four hands of face-up cards, with each hand being assigned a character and only a few cards being available at a time. After you play a trick, deal each hand a new card. ",538,8.06105,The Fellowship of the Ring: Trick-Taking Game,1
354859,"This is one of my simpler games. The Fields of Normandy 2 and The Fields of Normandy XL work on a similar system but are progressively more complex and may be better starting points for those with experience of wargames or solo gaming generally. The Fields of Normandy: A Solitaire Wargame is an accessible, portable, solitaire ""hex and counter"" style wargame in a book. Instructions and colour game maps are included; the player just needs to bring a pencil, 2 standard six-sided dice and an eraser. Nothing else is needed to play. The player's task is to order rifle squads, machine gun teams, mortar teams and PIAT teams across the map to achieve the objectives, countering any enemy threat which is found along the way. The game rules reveal, position and attack with enemy units whilst you focus on your objectives.  There are 15 missions across varied maps with random enemies providing plenty of re-playability as the Allied push into Normandy in World War II is re-created. description from the designer ",172,7.94448,The Fields of Normandy: A Solitaire Wargame,1
331224,"Theres plenty of things to test a persons mettle out in the harsh Western territories. There are cattle rustlers trying to steal your stock. There are bandits looking to rob the 10:13 to Yuma. Theres all manner of critters and a desert environment looking to deal you the death card. Now, the recently-dead have started rising from prairie graves to assault the living. This town is turning into cowpies. Zombicide: Undead or Alive brings the Zombie-blasting action to an all-new era and location, bringing players to the middle of the mythical Old West. Theres new Survivor types like the Gunslinger, Brawler, Townsfolk, and Faithful, each with their own, unique rules. Then, of course, theres plenty of Zombies to destroy. New game mechanics like Balconies and the Train will test players in new ways. ",1279,8.03739,Zombicide: Undead or Alive,1
326934,"Unmatched is a highly asymmetrical miniature fighting game for two or four players. Each hero is represented by a unique deck designed to evoke their style and legend. Tactical movement and no-luck combat resolution create a unique play experience that rewards expertise, but just when you've mastered one set, new heroes arrive to provide all new match-ups. Unmatched: Hell's Kitchen features three characters from the Marvel comics universe: Daredevil, Elektra, and Bullseye. ",1147,8.24799,Unmatched: Hell's Kitchen,1
62972,"You, Alone, and The Russian Front The Barbarossa Campaign recalls the titanic struggle on the Russian Front of World War II as no other wargame has presented it before  as a story filled with drama and pathos using a novel new solitaire gaming system that puts you, the Axis Player, in command facing momentous events  some- times historys master, and at other times its pawn. Featuring a dynamic game engine, where you must attempt to collapse the Soviet Union against all odds  where the cunning strategies you devise while directing your panzer thrusts eastward or offering fanatical resistance as the Red Army pushes relentlessly back, you will bask in a fresh, new retelling of this epic story each time the game is played. Plumb the possibilities offered in The Barbarossa Campaign where myriad historical What ifs? are constantly explored and where you will be swept away by the ebb and flow of vast battles that can be swiftly mastered after encountering rules of only moderate difficulty. It is time to revel in your hobby again with this fast-moving, innovative Russian Front wargame built for fun and enjoy the story in history afresh every time you play it. Number of Players: 1 Ages: 14 and up Playing Time: scenarios are approximately 35 minutes each; a full campaign game takes approximately 3-4 hours Complexity: 5.5 on a 9 scale Solitaire Suitability: 9 on a 9 scale Scale: Each unit is 1 to 2 Axis Corps or 1 to 2 Soviet Armies; each hex is 90 miles and each turn is 1 season (3 months) of real time Game Components:     One 16-page, color instructions booklet     One 2-page sample game turn     One 11"" x 25.5"" color map     5 Scenario set up displays     3 Economic display mats     1 Events table card     100 color, die-cut two-sided 1/2"" square pieces     40 color, die-cut 5/8"" square pieces     90 color, die-cut 1/2"" round pieces     56 color, die-cut 5/8"" round pieces     40 Event cards Game Design: Gary W. Graber Additional Design and Development: Alan Emrich with Carl Paradis Graphics: Alan Emrich Map: Tim Allen ",235,7.82277,The Barbarossa Campaign,1
149951,"Command the world's best Special Forces operators and complete vital assault missions around the world! Warfighter is a card game for 1 to 6 players. You play cooperatively with your friends against the system to complete present day squad-level combat missions. At the start of each mission, you each select a soldier, equip him/her with skills, weapons, and combat gear within the mission's Resource limit. You then fight your way through hostile territory, engaging hostiles, as you attempt to reach and complete your mission objective. Every mission is a stand-alone game. You build your Soldiers, select your Gear, and then run your mission. Within 30 to 60 minutes you will have succeeded or failed. Warfighter uses a new combat system that takes into account the fire mode you select for your weapon, range, running out of ammo, suppression, and cover - all in the same dice roll! This system creates an incredibly deep narrative with every attack. As you eliminate hostiles, you gain experience to Upgun your Action cards. ",1377,7.68372,Warfighter: The Tactical Special Forces Card Game,1
11093,"1758 marks a turning point in the Seven Years War. For the first time Austrian, Swedish and Russian forces pose simultaneous threats to the Prussian heartland. By mid-August the Russian offensive crests on the Oder River, laying siege to the fortress of Cstrin. Force marching from Silesia through blazing summer heat, Frederick races to bring about a decisive battle. On 25 August near the village of Zorndorf 43,000 Russians and 36,000 Prussians fight one of the most savage battles of the war. For nearly 10 hours they hammer one another, yet by day's end neither army yields, despite staggering losses - nearly half the Russians and one-third of the Prussians were casualties. Finally, both armies limp away, each claiming victory: the Russians back into Poland; the Prussians to Saxony and a new Austrian threat. Zorndorf is the second game in the acclaimed Battles from the Age of Reason (BAR) series. The system presents a detailed simulation of warfare in the age of linear tactics. It is the framework through which players maneuver historic armies while seeking to discover which combinations of units and formations lead to victory, or are a formula for defeat. ",122,7.56254,Zorndorf,1
228602,"The beloved king Shapiro has perished in a freak catapult accident, but not before his most suspiciously named and irrefutably trusted adviser, Evil Wizard Mordak, claimed credit for his murder and legged it through a hastily conjured portal to the WORLD OF ETERNAL AND UNCARING DARKNESS. Mordak promised the kingdom hed return in 8 days with semi-phenomenal cosmic powers to take his rightful seat upon Shapiros ruined throne! A lofty promise for an amateur Wizard Valor & Villainy: Minions of Mordak is a one vs many roleplaying board game for 2-6 players. One of you plays as the comically evil wizard, Mordak, and the rest form a band of Allies called the ""Order without Borders"", who must halt his path of destruction! The game focuses on a strong and playful theme, capturing the best parts of a classic roleplaying game and boiling it into a one time play session. Every player will appreciate satisfying character progression. Spending Experience Points their team has earned and locating powerful Treasures to make their characters mightier with every passing turn! Mordak has vanished into the WORLD OF ETERNAL AND UNCARING DARKNESS! This player will have a lot of fun, plotting secrets in the dark and throwing despair into the Allies' plans in order to grow in power. They must hold nothing back, drawing upon all of their cunning and evil genius to win the game for themselves! The Allies must locate three Ancient Shrines hidden among the land. For each of these Shrines diminishes Mordak's power. Finding them all will reveal his location and commence a final battle for victory. They can explore the map at their own pace, however they will learn they must balance their ambitions with what they can handle! Exploring too quickly will fuel Mordak with threats the game-board has to offer, yet doddling will allow him the time to grow his cosmic powers! Ultimately the winner of the game is the victor of the final showdown between the Allies and their nemesis Mordak! Only the party which is better prepared and utilizes superior tactics will win the day! ",707,7.52667,Valor & Villainy: Minions of Mordak,1
421,"1830 is one of the most famous 18xx games. One of the things some gamers like about this game is that the game has no 'chance' element. That is to say, if players wished to play two games with the same moves, the outcome would be the same also. This game takes the basic mechanics from Tresham's 1829, and adds several new elements. Players are seeking to make the most money by buying and selling stock in various share companies located on eastern United States map. The stock manipulation aspect of the game is widely-regarded as one of the best. The board itself is actually a fairly abstract hexagonal system, with track tiles placed on top of the hexes. Plus each 18xx title adds new and different elements to the game. This game features private rail companies and an extremely vicious, 'robber baron' oriented stock market. A game is finished when the bank runs out of money or one player is forced to declare bankruptcy, and the player with the greatest personal holdings wins. The 2011 version of 1830 was published by Mayfair Games in partnership with Lookout Games of Germany. This publication was developed under license from Francis Tresham in co-operation with Bruce Shelley (the original 1830 developer). This version contains rules and components for Francis Tresham's original classic design, a faster-playing basic game, and new variants from some of the world's best railroad game developers. ",5769,7.86895,1830: Railways & Robber Barons,1
197076,"From the designer: ""Nemesis: The spirit of divine retribution against those who succumb to hubris"" While Burma was the backwater of WW2, it contained several of the most colorful characters of the war. The background was such that... General Stilwell, who despised both British and Chinese (and the current American, except Marshall) leadership, wanted to fight the Japanese with Chinese troops, in Burma or in China. Roosevelt, while having no interest in rebuilding the British Empire, was at the same time incapable of seeing the Chinese Kuomintang regime as fascist as it really was. He often wanted to sack Stilwell for repeatedly reporting on Chinese incompetence and corruption. Chiang Kai-Shek was more interested in getting his hands on the valuable lend-lease supply the US was sending him through Stilwell, who he hated, than fighting the Japanese. He was not keen on putting Chinese troops under Stilwell's command in Burma since they might become well trained and then possibly turn on Chiang. But he accepted doing so if Stilwell used them for opening up a supply route to China once again. Churchill was not interested in Burma at all and wanted to focus on Singapore. Mountbatten, the Supreme Commander in India and Burma, wanted to attack into Burma, but through an amphibious assault further south instead. Wingate (some thought him to be certifiably insane) wanted to land special trained brigades in the middle of Burma and from there reconquer Southeast Asia. General Slim, who had to put up with his rude and querulous colleagues, Stilwell and Wingate; his flamboyant chief Mountbatten; the hopeless and incompetent Chiang Kai-Shek, just wanted to defeat the Japanese there in the north and from there retake the rest of Burma. In the meantime, in 1944, the Japanese, being outnumbered and with hardly any supply, said ""enough is enough"" and attacked. Why not? It worked in 1942. But this time Japanese hubris met Slim, the best British General of WW2, in the west; Stilwell's well trained and hard fighting Chinese troops in the North; Wingate's Chindit brigades in the middle amongst them; Chinese Yunnan soldiers who, after Chiang finally let them loose, took heavy casualties when investing the Japanese in the east. This time, after many ferocious battles, the Japanese met their Nemesis and were, in the end, utterly defeated. Nemesis features my ""Open Game Turn"" system. The Game Turn consists of only four phases: Assault (where a unit may move and ""overrun""); Attack; Supply Check; Reinforcement. The phases are drawn as chits, so you will not know in what order they will appear, with the exception of the first chit in a Game Turn which is chosen from the first three drawn chits in the previous Game Turn. Both players have a set of four Phase Chits each and they take turns drawing them. The game mechanics are easy to master. The game play may not. The quality of the unit is the most important feature. Basically it affects four aspects: Not only will a high quality give an edge in combat, it also decides what kind of ZoC the unit is able to exert. The quality will decide how long a unit can be out of supply before attrition strikes, and how capable the unit is to make an operational move (a ""double move""). Since ZoC is non-existent except when preventing enemy units conducting operational moves, it is very important which units you position and where you do so. Especially so, if you are uncertain of which phases there remain to be played. The game will also feature my ""Active Combat"" system. A combat result will have step losses and probably a retreat result. Step losses are straightforward. The retreat result though has to be enforced by the attacker. That is usually not a problem if it is done by a high quality unit. A unit with lesser quality may have to pay with step losses in order to do so. The defender then decides to retreat or resist. If it stays, then it takes step losses, depending on its quality. Before any attack, the Japanese player has the option to get an DRM in its favor (in attack or defense). But it comes with a price. Finally, there will be a two layer Victory Point system. There is a Satisfaction point track for each player. Some points can be actively acquired by you but are given once, usually those that will please your local commander. Some points can be actively acquired by the opponent and will be deducted every Game Turn from your track as long as the enemy controls them, usually those that displease your superiors. Then again, it is the same thing for your opponent. Those that you have received once are also the ones that are deducted each Game Turn from your opponent's track etc. In the end, as the commander, you will have to prioritize, depending on the current situation. Nemesis has a high replay value and if you love tense games when in action as well as games that allow you to ponder on possible ""perfect opening moves"", then this is the game for you. ",123,7.74472,Nemesis: Burma 1944,1
273910,"Stars of Akarios  is a narrative-driven, cooperative campaign game set in the Akarios Galaxy. Throughout Stars of Akarios, you will fight in epic space battles, upgrade your ship, and explore the fringes of space. Stars of Akarios is built upon 4 core pillars of game play: Space Combat, World Exploration, Space Exploration, and Player Progression. Each pillar works together to create a unified and epic, sci-fi board game experience. You and your fellow cadets are close to completing your Akarios Institute pilot training when an unknown enemy attacks your home planet of Medellia. You must fight back with the war hero Captain Soma and her ship, the Sparrow. You will need to step out of your fighters to explore hostile worlds and ships, putting your cunning to the test as you seek new home for your civilization. Use your pilots' skills to complete the challenges you encounter in the limited time available. Manage your ships resources as you explore new regions of space and embark on missions fighting to survive through the unknown. Even if you are out of resources you can continue exploring, but you risk starting your next encounter at a disadvantage. Your pilot's skills will grow as you test your grit against the enemies in Stars of Akarios. Upgrade you characters' unique abilities and skill trees, allowing you to customize your play experience. The 200 page scenario book unfolds as a ""choose-your-own-adventure."" Each choice, success, and failure will shape your story. It will take multiple play-throughs to see all of the Akarios galaxy. 8 different pilots each come with their own unique progression pad and set of skills. The campaign starts with 4 available pilots and the others are unlocked through the choices you make. 10 pilot ships each come with their own set of abilities and class. The ship class will determine what type of upgrades the ship can equip. Equip a combination of upgrade and ability cards from over 55 weapon cards, 55 engine cards, 55 tech cards, many co-pilots, ship abilities, and pilot abilities. Slot in each upgrade in your dual-layered playerboard where everything has a home. description from the publisher ",979,8.03065,Stars of Akarios,1
329121,"Along the southern fringes of Kilforth, the Ancients finalise their insidious plans and send forth the unstoppable gloom. Heroes and villains take to their ships, boasting loyalties to the imperious Blue Drake Navy or the lawless Sea Dogs. And as ill winds blow through the idyllic tropical archipelago, beneath the cerulean waves, great beings stir... Call of Kilforth is the third Fantasy Quest Game: sequel and stand-alone expansion to Gloom of Kilforth, and Shadows of Kilforth. It is a game of high fantasy with a gothic edge, where 1-4 players, working individually or together, assume the roles of heroes on a journey through a dark world of magic and peril. They will visit strange places, meet stranger people and defeat powerful enemies in their mission to discover mysterious artefacts and mystical spells. Each player follows their heros tale, an epic saga from modest beginnings through to a climactic battle that will decide the fate of the world... description from the publisher ",127,7.99299,Call of Kilforth: A Fantasy Quest Game,1
270143,"Kohaku is a peaceful koi-pond-building, tile-laying game. Each turn, players will draft both a Koi and Feature tile from the central pond board to place into their personal koi pond. Score points by surrounding flowers with koi containing matching colors, placing frogs next to koi tiles that have dragonflies, and ensuring that baby koi have a safe place to hide by placing them near rocks. Butterflies score based on line of sight, so make sure to line them up with similar-colored koi. Turtles and statues bring a sense of balance to your pond and score points more easily, but sometimes arent as valuable as some of the other features. You must carefully plan the placement of your tiles, because once they are in your pond, they cant be moved! With no restrictions on the shape of your pond, you can build a unique layout to maximize your koi ponds appeal. After there are no koi tiles available to refill the central pond board, the game ends. Players will total the points scored by each feature in their pond. The player with the most points wins. description from the publisher ",956,7.59884,Kōhaku,1
275010,"Italy, late Middle Ages: The fabric merchants need to write down their contracts in a language that everyone can understand, and the literates are looking for an alternative to the elite of the traditional Latin language, so the Volgare, the language spoken by the common people, taken from the dialects spoken in the various Italian regions, starts to gain relevance. During this period, Francesco D'Assisi writes his famous Canticle of the Sun and Dante writes the Divine Comedy, both written in Volgare. In De Vulgari Eloquentia, players have to do their part in the creation of this new language! But who will provide them the proper knowledge to understand the manuscripts in the different dialects? Who will successfully uncover the secrets of the books inside the Papal Library? Who will embrace the religious life, and who will remain a merchant? Some of the players can become a famous banker, someone else can climb the church's hierarchy to be the next Pope! But in the end, who will be the most appreciated and respected for their status and culture? The aim of the game is to obtain more Volgare points. The players gain VP from reading manuscripts and looking for important documents like the Canticle of the Sun or ""The Riddle from Verona"". Players can also gain VP by improving their social status, for example, if the merchant becomes a banker or the Friar becomes a Benedictine Monk or the Cardinal becomes Camerlengo or Pope. Moreover, VP can be gotten with money and with the support of Politicians, Noblemen, Abbesses, and the Amanuensis. This is a totally new re-designed edition ofDe Vulgari Eloquentia which features new mechanisms and new elements. The game has totally new layout and iconography. description from the designer ",517,7.78822,De Vulgari Eloquentia: Deluxe Edition,1
297562,"The epic Egyptian game Kemet is reborn with a new revised edition! With Kemet: Blood and Sand, immerse yourself in a more realistic Ancient Egypt. Here, Gods are powerful, masters of both the desert and the Nile delta. They challenge each other in violent battles and show no mercy. Get ready to become an Egyptian God, open the gates of your city, and let your troops sing the song of war to please you and claim your dominance as master of Ancient Egypt. Kemet: Blood and Sand features new art and upgraded gameplay with new approachable rules that go beyond the 1.5 version of Kemet developed with the help of the BGG community. Free from the constraints of existing components, designers Jacques Bariot and Guillaume Montiage go even further in fine-tuning the Kemet experience. The game also features a redesigned map with a twist, bigger and more detailed figurines, and other surprises. description from the publisher ",5206,7.95016,Kemet: Blood and Sand,1
298383,"Golem is an engine-building game by Simone Luciani, Virginio Gigli and Flaminia Brasini, the same team that brought you Grand Austria Hotel and Lorenzo il Magnifico. The game is based on the 16th-century legend of the Golem of Prague, an anthropomorphic creature that Rabbi Loew animated from a clay statue to protect his people. In the game, players take on the role of rabbis who create and grow these powerful creatures that will be moved around the neighborhoods of Prague under the control of students. Be careful, because if a golem becomes too powerful, it will destroy everything it encounters on its way. Players can also kill their Golems in order to get bonuses. Players also create powerful artifacts and acquire knowledge by collecting ancient books. The game is divided into four rounds, and each round is composed of 7 phases:      Refresh      Golem Movement      Actions (2 marble actions and 1 rabbi action)      Turn Order      Influence Character      Income and Development      Golem Control At the beginning of each round, the players will shuffle the colored marbles into the 3D synagogue that will split them into five lines corresponding to the five main actions available in the game:      Work: By paying Knowledge, you can activate the Golem placed in the city of Prague and get bonuses.      Golem: Obtain clay to create new golems and upgrade the developments on your personal board.      Artifact: Obtain coins and buy gold to build artifacts that offer permanent bonuses in the game and upgrade developments on your personal board.      Spells: Obtain Knowledge and perform spells (with a scoring for book collection) and upgrade developments on your personal board.      Mirror: Perform one action of your choice by paying 1 coin. The number of marbles available in the corresponding action line determines how much the player gets from the action. When you choose an action, you collect one marble of your choice in the corresponding line and depending on the color of the marble you chose, you also move your student forward on one of the districts of Prague. It's important to advance your students on those tracks to be able to keep your golems under control. At the end of the round, knowledge can also be used to control a golem that surpassed its students, but if one of these creatures is uncontrolled, it may become dangerous and destroy the neighborhood, after which you will have to destroy and bury it! The marble color also matters, because at the end of the round, if you get the correct combination of two colors, you receive the favor of one of the powerful Prague characters, which will differ each round. At the end of the fourth round, players score points for active or buried golems, artifacts, books, development on their personal board, and collected goal cards. ",4131,7.54525,Golem,1
174402,"Tide of Iron: Next Wave was released under license by 1A Games in 2014. It is the second edition of Tide of Iron (which was first released by Fantasy Flight Games in 2007). Tide of Iron: Next Wave and Tide of Iron are essentially the same game. Overall, Tide of Iron: Next Wave is much more informative and organized. The rules are improved with corrected errors which make it better than the rules found in the 2007 edition. Also, a few of the scenarios have been adjusted for better game play. These and other improvements make this edition better than the older edition. Also included in Tide of Iron: Next Wave are some additional and useful items that were later introduced to TOI in some of the game expansions. Because of these differences, the two products have different entries on BoardGameGeek. For more information about the older 2007 version of Tide of Iron, you can Click Here. Tide of Iron is a game of World War II tactical conflict for two to four players. The components in this base game allow players to simulate the dramatic struggle that took place between American and German forces in Northern Europe during the years 1944 and 1945. Tide of Iron is a scenario-based game, with the available forces, objectives, map, and victory conditions being set by each given scenario. It features loads of plastic figures, including soldiers, equipment, heavy weapons, and combat vehicles, cards, dice, cardboard markers, and modular game boards that will represent the customizable terrain of this scenario-based wargame. The twelve double-sided map tiles, plus the dozens of included terrain hexes, allow for limitless potential combinations, and each scenario can be enhanced by special rules, objective markers, troop allotments, and other variations. The only limiting factor is your imagination! ",207,8.00211,Tide of Iron: Next Wave,1
379078,"The sequel to Scythe sends players on a new adventure into Siberia, where a massive meteorite crashed near the Tunguska River, awakening ancient corruption. An expedition led by Dr. Tarkovsky ventures into the taiga to learn about the meteorite and its impact on the land. Itching for adventure, heroes from the war privately fund their own expeditions to Siberia, hoping to find artifacts, overcome challenges, and ultimately achieve glory. Expeditions has completely different mechanisms than Scythe, though the goal was to capture some of the same feelings that Scythe evokes, with a slightly darker, more supernatural theme. Expeditions is a competitive, card-driven, engine-building game of exploration. Play cards to gain power, guile, and unique worker abilities; move your mech to mysterious locations and gain cards found among the tiles; use workers, items, meteorites, and quests to enhance your mech; and use power and guile to vanquish corruption. description from the publisher ",6534,7.66427,Expeditions,1
